,Row ID,Order ID,Data da Venda,Prioridade,Quantidade,Valor da Venda,Desconto,Forma de Envio,Lucro,Preço Unitário,Custo de Envio,Nome do Cliente,Cidade,CEP,Estado,Região,País,Segmento do Cliente,Categoria do Produto,Sub-Categoria do Produto,Nome do Produto,Embalagem,Margem,Data de Envio
345,2251,16197,2012-10-26,Crítica,23,218.71,0.0,Aéreo Rápido,67.23,9.11,2.15,Katherine Hughes,Porto Alegre,23320,Rio Grande do Sul,Sul,Brasil,Consumidor,Material de Escritório,Papel,"Black Print Carbonless Snap-Off® Rapid Letter, 8 1/2"" x 7""",Wrap Bag,0.4,2012-10-26
346,2453,17831,2012-10-25,Crítica,34,239.3,0.06,Aéreo Normal,41.31,6.98,2.83,Ricardo Emerson,Anápolis,48146,Goiás,Centro-Oeste,Brasil,Corporativo,Mobiliário,Mobiliário de Escritório,G.E. Halogen Desk Lamp Bulbs,Small Pack,0.37,2012-10-26
347,7487,53445,2012-10-24,Alta,8,105.95,0.01,Aéreo Normal,-44.33,11.66,8.99,Odella Nelson,Ribeirão Pires,17403,São Paulo,Sudeste,Brasil,Pequenas Empresas,Material de Escritório,Canetas e materiais de arte,Boston 16765 Mini Stand Up Battery Pencil Sharpener,Small Pack,0.59,2012-10-26
348,7488,53445,2012-10-24,Alta,21,73.8,0.02,Aéreo Normal,11.23,3.29,1.35,Odella Nelson,Ribeirão Pires,17403,São Paulo,Sudeste,Brasil,Pequenas Empresas,Material de Escritório,Elásticos,Acco® Hot Clips™ Clips to Go,Wrap Bag,0.4,2012-10-26
349,7696,55171,2012-10-26,Alta,43,260.6,0.05,Aéreo Normal,-182.71,5.78,7.96,Jennifer Jackson,Erval Seco,39212,Rio Grande do Sul,Sul,Brasil,Escritório em Casa,Material de Escritório,Papel,Xerox 196,Small Box,0.36,2012-10-26
350,7862,56224,2012-10-25,Média,32,3205.24,0.01,Transporte Rodoviário,-1115.99,95.95,74.35,Michelle Arnett,Cuiabá,52302,Mato Grosso,Centro-Oeste,Brasil,Escritório em Casa,Mobiliário,Cadeiras,Bevis Steel Folding Chairs,Jumbo Drum,0.57,2012-10-26
351,7864,56224,2012-10-25,Média,9,902.024,0.04,Transporte Rodoviário,-153.252,124.49,51.94,Michelle Arnett,Cuiabá,52302,Mato Grosso,Centro-Oeste,Brasil,Escritório em Casa,Mobiliário,Mesas,Bevis 36 x 72 Conference Tables,Jumbo Box,0.63,2012-10-26
352,7931,56676,2012-10-25,Crítica,39,206.47,0.08,Aéreo Normal,-107.2,5.28,5.66,Dave Kipp,Recife,91730,Pernambuco,Nordeste,Brasil,Consumidor,Material de Escritório,Papel,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Small Box,0.4,2012-10-26
353,2013,14372,2012-10-23,Crítica,34,5350.61,0.09,Transporte Rodoviário,-1059.2,170.98,60.49,Beth Thompson,Palmas,60130,Tocantins,Norte,Brasil,Corporativo,Mobiliário,Estantes,"Sauder Facets Collection Library, Sky Alder Finish",Jumbo Box,0.69,2012-10-25
354,6864,48902,2012-10-23,Média,7,53.29,0.01,Aéreo Normal,-28.88,6.48,7.49,Benjamin Patterson,Ribeirão Pires,19406,São Paulo,Sudeste,Brasil,Corporativo,Material de Escritório,Papel,Xerox 220,Small Box,0.37,2012-10-25
355,7049,50308,2012-10-18,Baixa,19,86.48,0.1,Aéreo Normal,33.58,4.91,0.5,Liz Willingham,Ribeirão Pires,14853,São Paulo,Sudeste,Brasil,Escritório em Casa,Material de Escritório,Etiquetas,Avery 508,Small Box,0.36,2012-10-25
356,7863,56224,2012-10-25,Média,46,339.27,0.1,Aéreo Normal,48.59,7.89,2.82,Michelle Arnett,Cuiabá,52302,Mato Grosso,Centro-Oeste,Brasil,Escritório em Casa,Material de Escritório,Elásticos,"Staples Vinyl Coated Paper Clips, 800/Box",Wrap Bag,0.4,2012-10-25
357,520,3559,2012-10-23,Média,34,136.67,0.07,Aéreo Rápido,-117.921,3.81,5.44,Logan Haushalter,São Paulo,10550,São Paulo,Sudeste,Brasil,Corporativo,Material de Escritório,Capas e Acessórios,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",Small Box,0.36,2012-10-24
358,4348,30976,2012-10-24,Alta,10,403.88,0.07,Aéreo Normal,48.03,40.97,1.99,Jack O'Briant,Porto Alegre,39056,Rio Grande do Sul,Sul,Brasil,Pequenas Empresas,Tecnologia,Periféricos,"TDK 4.7GB DVD-R Spindle, 15/Pack",Small Pack,0.42,2012-10-24
359,5007,35712,2012-10-23,Alta,42,3931.17,0.1,Aéreo Normal,1174.02,100.97,7.18,Steve Nguyen,São Paulo,44136,São Paulo,Sudeste,Brasil,Consumidor,Tecnologia,Periféricos,Gyration Ultra Cordless Optical Suite,Small Box,0.46,2012-10-24
360,6679,47522,2012-10-23,Alta,5,80.56,0.03,Aéreo Normal,12.5,15.67,1.39,Juliana Krohn,Recife,94110,Pernambuco,Nordeste,Brasil,Corporativo,Material de Escritório,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",Small Box,0.38,2012-10-24
361,7575,54180,2012-10-22,Crítica,43,913.99,0.08,Aéreo Normal,-57.75,21.38,8.99,Jill Matthias,Recife,92653,Pernambuco,Nordeste,Brasil,Consumidor,Material de Escritório,Canetas e materiais de arte,Boston 1730 StandUp Electric Pencil Sharpener,Small Pack,0.59,2012-10-24
362,380,2630,2012-10-23,Baixa,31,146.51,0.04,Aéreo Normal,37.14,4.73,1.52,Patrick Ryan,Curitiba,32708,Paraná,Sul,Brasil,Corporativo,Material de Escritório,Papel,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",Wrap Bag,0.36,2012-10-23
363,1099,8065,2012-10-21,Média,17,1125.76,0.0,Aéreo Normal,379.28,60.65,12.23,Debra Catini,São Paulo,7601,São Paulo,Sudeste,Brasil,Pequenas Empresas,Mobiliário,Mobiliário de Escritório,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Medium Box,0.64,2012-10-23
364,1545,11168,2012-10-21,Crítica,35,182.86,0.0,Aéreo Normal,-106.27,4.82,5.72,Lisa Hazard,São Luís,87105,Maranhão,Nordeste,Brasil,Escritório em Casa,Mobiliário,Mobiliário de Escritório,Magna Visual Magnetic Picture Hangers,Small Pack,0.47,2012-10-23
365,3887,27750,2012-10-19,Baixa,12,769.17,0.0,Transporte Rodoviário,-212.01,58.14,36.61,John Murray,Aracajú,83843,Sergipe,Nordeste,Brasil,Pequenas Empresas,Mobiliário,Estantes,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Jumbo Box,0.61,2012-10-23
366,5008,35712,2012-10-23,Alta,24,134.88,0.0,Aéreo Normal,-122.21,5.28,8.16,Steve Nguyen,São Paulo,44136,São Paulo,Sudeste,Brasil,Consumidor,Material de Escritório,Papel,Xerox 1963,Small Box,0.4,2012-10-23
367,7788,55716,2012-10-22,Alta,9,14665.55,0.07,Aéreo Normal,-767.51,1637.53,24.49,Philip Brown,Novo Gama,77566,Goiás,Centro-Oeste,Brasil,Escritório em Casa,Material de Escritório,"Tesouras, réguas e aparadores",High Speed Automatic Electric Letter Opener,Medium Box,0.81,2012-10-23
368,7943,56740,2012-10-16,Crítica,33,662.21,0.01,Aéreo Normal,256.57,18.84,3.62,Khloe Miller,Anápolis,49455,Goiás,Centro-Oeste,Brasil,Consumidor,Mobiliário,Mobiliário de Escritório,Flat Face Poster Frame,Wrap Bag,0.43,2012-10-23
369,95,612,2012-10-20,Média,50,262.87,0.1,Aéreo Normal,-166.29,5.28,6.26,Sheri Gordon,Curitiba,72956,Paraná,Sul,Brasil,Corporativo,Material de Escritório,Papel,Xerox 1928,Small Box,0.4,2012-10-22
370,96,612,2012-10-20,Média,43,2531.0875,0.01,Aéreo Normal,881.6759999999999,65.99,2.5,Sheri Gordon,Curitiba,72956,Paraná,Sul,Brasil,Corporativo,Tecnologia,Telefones e Comunicação,6190,Small Box,0.55,2012-10-22
371,330,2275,2012-10-21,Não Especificada,49,278.0,0.08,Aéreo Normal,41.67,6.08,1.17,Grant Carroll,Manaus,60035,Amazonas,Norte,Brasil,Pequenas Empresas,Material de Escritório,Canetas e materiais de arte,Col-Erase® Pencils with Erasers,Wrap Bag,0.56,2012-10-22
372,2742,19782,2012-10-18,Baixa,18,33.21,0.06,Aéreo Normal,-0.85,1.81,0.75,Erin Ashbrook,Formosa,75028,Goiás,Centro-Oeste,Brasil,Consumidor,Material de Escritório,Elásticos,Assorted Color Push Pins,Wrap Bag,0.52,2012-10-22
373,4467,31845,2012-10-22,Baixa,36,3645.12,0.04,Transporte Rodoviário,807.29,100.98,15.66,Damala Kotsonis,Belo Horizonte,2210,Minas Gerais,Sudeste,Brasil,Corporativo,Material de Escritório,Eletrodomésticos,Avanti 1.7 Cu. Ft. Refrigerator,Jumbo Drum,0.57,2012-10-22
374,7714,55296,2012-10-18,Baixa,32,317.06,0.05,Aéreo Normal,105.47,10.06,2.06,Anthony Witt,Erval Seco,37922,Rio Grande do Sul,Sul,Brasil,Corporativo,Material de Escritório,Papel,Riverleaf Stik-Withit® Designer Note Cubes®,Wrap Bag,0.39,2012-10-22
375,1722,12356,2012-10-18,Crítica,39,243.05,0.02,Aéreo Normal,-70.85,5.98,5.35,Yoseph Carroll,Feira de Santana,99163,Bahia,Nordeste,Brasil,Consumidor,Material de Escritório,Papel,Xerox 1947,Small Box,0.4,2012-10-21
376,2740,19777,2012-10-19,Não Especificada,2,132.96,0.05,Aéreo Normal,-61.8815,59.78,10.29,Pauline Chand,Douradina,74403,Mato Grosso do Sul,Centro-Oeste,Brasil,Corporativo,Material de Escritório,Capas e Acessórios,GBC Recycled Regency Composition Covers,Small Box,0.39,2012-10-21
377,2741,19777,2012-10-19,Não Especificada,24,3268.7515,0.04,Aéreo Normal,562.914,155.99,8.08,Pauline Chand,Douradina,73071,Mato Grosso do Sul,Centro-Oeste,Brasil,Corporativo,Tecnologia,Telefones e Comunicação,300 Series Non-Flip,Small Box,0.6,2012-10-21
378,3648,26084,2012-10-16,Baixa,33,228.82,0.03,Aéreo Rápido,-107.0,6.68,7.3,Patrick Ryan,Florianópolis,30605,Santa Catarina,Sul,Brasil,Corporativo,Material de Escritório,Papel,Xerox 1959,Small Box,0.37,2012-10-21
379,3893,27780,2012-10-20,Crítica,18,56.41,0.02,Aéreo Normal,11.92,3.08,0.99,Matthew Grinstein,São Luís,87401,Maranhão,Nordeste,Brasil,Pequenas Empresas,Material de Escritório,Etiquetas,Avery 481,Small Box,0.37,2012-10-21
380,3895,27780,2012-10-20,Crítica,39,1678.34,0.05,Aéreo Normal,670.11,43.98,1.99,Matthew Grinstein,São Luís,88240,Maranhão,Nordeste,Brasil,Pequenas Empresas,Tecnologia,Periféricos,"Memorex 80 Minute CD-R Spindle, 100/Pack",Small Pack,0.44,2012-10-21
381,4697,33477,2012-10-19,Alta,28,269.28,0.08,Aéreo Normal,113.63,10.35,0.99,Duane Huffman,Formosa,78041,Goiás,Centro-Oeste,Brasil,Pequenas Empresas,Material de Escritório,Etiquetas,Avery 503,Small Box,0.37,2012-10-21
382,1125,8231,2012-10-18,Crítica,27,79.44,0.06,Aéreo Normal,29.85,2.88,0.5,Pauline Chand,Douradina,74403,Mato Grosso do Sul,Centro-Oeste,Brasil,Corporativo,Material de Escritório,Etiquetas,Avery 492,Small Box,0.39,2012-10-20
383,3894,27780,2012-10-20,Crítica,39,147.71,0.0,Aéreo Normal,-30.25,3.68,1.32,Matthew Grinstein,São Luís,87401,Maranhão,Nordeste,Brasil,Pequenas Empresas,Material de Escritório,"Tesouras, réguas e aparadores","*Staples* vLetter Openers, 2/Pack",Wrap Bag,0.83,2012-10-20
384,4271,30401,2012-10-18,Média,39,239.4,0.07,Aéreo Normal,-57.37,5.98,5.15,Tom Boeckenhauer,Teresina,97405,Piauí,Nordeste,Brasil,Corporativo,Material de Escritório,Papel,Xerox 193,Small Box,0.36,2012-10-20
385,4779,33924,2012-10-18,Não Especificada,12,6168.07,0.05,Transporte Rodoviário,1542.0,500.98,28.14,Ivan Liston,Recife,92253,Pernambuco,Nordeste,Brasil,Consumidor,Tecnologia,Máquinas de Escritório,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",Jumbo Drum,0.38,2012-10-20
386,6833,48643,2012-10-18,Média,14,9171.71,0.06,Transporte Rodoviário,2636.01,808.49,55.3,Laurel Elliston,Barros Cassal,23666,Rio Grande do Sul,Sul,Brasil,Escritório em Casa,Tecnologia,Máquinas de Escritório,"Hewlett-Packard Business Color Inkjet 3000 [N, DTN] Series Printers",Jumbo Drum,0.4,2012-10-20
387,6834,48643,2012-10-18,Média,6,18.05,0.06,Aéreo Normal,0.13,2.88,0.99,Laurel Elliston,Barros Cassal,22801,Rio Grande do Sul,Sul,Brasil,Escritório em Casa,Material de Escritório,Etiquetas,Avery 474,Small Box,0.36,2012-10-20
388,6835,48643,2012-10-18,Média,50,2896.3579999999997,0.0,Aéreo Normal,583.4970000000001,65.99,8.99,Laurel Elliston,Barros Cassal,22801,Rio Grande do Sul,Sul,Brasil,Escritório em Casa,Tecnologia,Telefones e Comunicação,StarTAC Analog,Small Box,0.6,2012-10-20
389,7016,50055,2012-10-18,Média,1,13.45,0.0,Aéreo Normal,-8.1995,5.4,7.78,Jack O'Briant,Cachoeira do Sul,38701,Rio Grande do Sul,Sul,Brasil,Pequenas Empresas,Material de Escritório,Capas e Acessórios,3M Organizer Strips,Small Box,0.37,2012-10-20
390,7017,50055,2012-10-18,Média,11,75.79,0.09,Aéreo Normal,-18.77,6.68,4.91,Jack O'Briant,Cachoeira do Sul,38701,Rio Grande do Sul,Sul,Brasil,Pequenas Empresas,Material de Escritório,Papel,Xerox 1986,Small Box,0.37,2012-10-20
391,7942,56740,2012-10-16,Baixa,29,23516.31,0.09,Aéreo Normal,1094.74,832.81,24.49,Jay Fine,Recife,93905,Pernambuco,Nordeste,Brasil,Consumidor,Material de Escritório,"Tesouras, réguas e aparadores",Martin Yale Chadless Opener Electric Letter Opener,Medium Box,0.83,2012-10-20
392,1126,8231,2012-10-18,Crítica,5,110.03,0.06,Aéreo Normal,-31.33,19.98,10.49,Pauline Chand,Douradina,74403,Mato Grosso do Sul,Centro-Oeste,Brasil,Corporativo,Mobiliário,Mobiliário de Escritório,12-1/2 Diameter Round Wall Clock,Small Box,0.49,2012-10-19
393,1338,9765,2012-10-12,Baixa,26,3505.6,0.03,Aéreo Normal,1019.7,128.24,12.65,Rose O'Brian,Douradina,74133,Mato Grosso do Sul,Centro-Oeste,Brasil,Escritório em Casa,Mobiliário,Cadeiras,SAFCO Folding Chair Trolley,Medium Box,,2012-10-19
394,2739,19777,2012-10-19,Não Especificada,22,321.91,0.06,Aéreo Normal,-24.955,15.01,8.4,Pauline Chand,Douradina,74403,Mato Grosso do Sul,Centro-Oeste,Brasil,Corporativo,Material de Escritório,Capas e Acessórios,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Small Box,0.39,2012-10-19
395,3888,27750,2012-10-19,Baixa,18,7370.84,0.09,Transporte Rodoviário,999.865,449.99,49.0,John Murray,Aracajú,83843,Sergipe,Nordeste,Brasil,Pequenas Empresas,Tecnologia,Copiadoras e fax,Canon PC940 Copier,Jumbo Drum,0.38,2012-10-19
396,4808,34182,2012-10-17,Crítica,31,336.34,0.05,Aéreo Normal,-89.9,10.52,7.94,Karen Ferguson,São Paulo,11741,São Paulo,Sudeste,Brasil,Escritório em Casa,Mobiliário,Mobiliário de Escritório,Ultra Door Pull Handle,Small Pack,0.52,2012-10-19
397,7640,54721,2012-10-18,Não Especificada,19,2002.4,0.0,Transporte Rodoviário,151.09,100.98,26.22,Liz Willingham,Ribeirão Pires,14853,São Paulo,Sudeste,Brasil,Corporativo,Mobiliário,Estantes,Hon 4-Shelf Metal Bookcases,Jumbo Box,0.6,2012-10-19
398,7842,56069,2012-10-14,Baixa,10,55.66,0.09,Aéreo Normal,8.82,5.68,1.39,Becky Pak,Teresina,97206,Piauí,Nordeste,Brasil,Corporativo,Material de Escritório,Envelopes,Staples Standard Envelopes,Small Box,0.38,2012-10-19
399,2181,15715,2012-10-15,Crítica,43,2123.64,0.03,Aéreo Normal,1013.77,47.9,5.86,Kelly Andreada,Porto Alegre,29611,Rio Grande do Sul,Sul,Brasil,Escritório em Casa,Material de Escritório,Papel,Xerox 1938,Small Box,0.37,2012-10-18
400,5054,36034,2012-10-16,Alta,10,19.36,0.0,Aéreo Normal,-1.02,1.76,0.7,Clay Ludtke,São Paulo,11226,São Paulo,Sudeste,Brasil,Consumidor,Material de Escritório,Canetas e materiais de arte,Newell 326,Wrap Bag,0.56,2012-10-18
401,7278,51940,2012-10-17,Alta,11,65.5,0.08,Aéreo Normal,-55.94,5.98,4.38,Ivan Gibson,Cuiabá,63130,Mato Grosso,Centro-Oeste,Brasil,Corporativo,Tecnologia,Periféricos,"Imation 3.5"" DS/HD IBM Formatted Diskettes, 10/Pack",Small Pack,0.75,2012-10-18
402,7941,56740,2012-10-16,Baixa,6,34.29,0.05,Aéreo Normal,-6.8195,5.28,2.99,Jay Fine,Recife,95823,Pernambuco,Nordeste,Brasil,Consumidor,Material de Escritório,Capas e Acessórios,"Wilson Jones 1"" Hanging DublLock® Ring Binders",Small Box,0.37,2012-10-18
403,224,1447,2012-10-14,Alta,40,2135.9734999999996,0.07,Aéreo Normal,239.4,65.99,8.99,Barry Gonzalez,Vitória,21234,Espírito Santo,Sudeste,Brasil,Consumidor,Tecnologia,Telefones e Comunicação,SC-3160,Small Box,0.59,2012-10-17
404,3532,25152,2012-10-15,Crítica,29,195.21,0.07,Aéreo Normal,16.4,7.08,2.35,Matt Connell,São Paulo,44646,São Paulo,Sudeste,Brasil,Corporativo,Material de Escritório,Canetas e materiais de arte,SANFORD Major Accent™ Highlighters,Wrap Bag,0.47,2012-10-17
405,3572,25473,2012-10-14,Alta,20,794.32,0.08,Aéreo Normal,67.61,40.99,17.48,Mary Zewe,Cuiabá,65109,Mato Grosso,Centro-Oeste,Brasil,Corporativo,Material de Escritório,Papel,Xerox 1893,Small Box,0.36,2012-10-17
406,5009,35713,2012-10-17,Média,49,1355.47,0.04,Aéreo Normal,590.0445,28.53,1.49,Phillip Breyer,Formosa,53150,Goiás,Centro-Oeste,Brasil,Corporativo,Material de Escritório,Capas e Acessórios,Lock-Up Easel 'Spel-Binder',Small Box,0.38,2012-10-17
407,2050,14630,2012-10-16,Baixa,17,363.54,0.08,Aéreo Normal,4.75,22.01,5.53,Muhammed Lee,Recife,92804,Pernambuco,Nordeste,Brasil,Corporativo,Material de Escritório,Canetas e materiais de arte,Boston 16801 Nautilus™ Battery Pencil Sharpener,Small Pack,0.59,2012-10-16
408,3012,21665,2012-10-15,Alta,5,474.793,0.09,Aéreo Rápido,-407.264,115.99,2.5,Arthur Prichep,São Paulo,44105,São Paulo,Sudeste,Brasil,Escritório em Casa,Tecnologia,Telefones e Comunicação,DPC 650 Piper,Small Box,0.58,2012-10-16
409,3571,25473,2012-10-14,Alta,36,17304.85,0.05,Transporte Rodoviário,7434.48,500.98,28.14,Mary Zewe,Cuiabá,65109,Mato Grosso,Centro-Oeste,Brasil,Corporativo,Tecnologia,Máquinas de Escritório,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",Jumbo Drum,0.38,2012-10-16
410,4521,32165,2012-10-14,Não Especificada,47,3413.69,0.06,Aéreo Normal,175.24,73.98,14.52,John Murray,Aracajú,83843,Sergipe,Nordeste,Brasil,Pequenas Empresas,Tecnologia,Periféricos,Keytronic French Keyboard,Small Box,0.65,2012-10-16
411,4522,32165,2012-10-14,Não Especificada,38,2939.6825,0.02,Aéreo Normal,192.06,85.99,0.99,John Murray,Aracajú,83843,Sergipe,Nordeste,Brasil,Pequenas Empresas,Tecnologia,Telefones e Comunicação,Accessory4,Wrap Bag,0.85,2012-10-15
412,6314,44678,2012-10-13,Baixa,4,7.56,0.1,Aéreo Normal,-5.53,1.89,0.76,Dennis Pardue,Áurea,27707,Rio Grande do Sul,Sul,Brasil,Pequenas Empresas,Material de Escritório,Elásticos,Revere Boxed Rubber Bands by Revere,Wrap Bag,0.83,2012-10-15
413,902,6500,2012-10-12,Crítica,15,448.07,0.1,Aéreo Normal,-141.02,30.42,8.65,Tony Sayre,Feira de Santana,98273,Bahia,Nordeste,Brasil,Escritório em Casa,Tecnologia,Periféricos,"Fellowes Internet Keyboard, Platinum",Small Box,0.74,2012-10-14
414,5108,36390,2012-10-12,Alta,3,329.63,0.05,Aéreo Normal,-541.332,125.99,8.99,Sylvia Foulston,Vitória,4038,Espírito Santo,Sudeste,Brasil,Corporativo,Tecnologia,Telefones e Comunicação,M70,Small Box,0.59,2012-10-14
415,8349,59683,2012-10-13,Não Especificada,37,191.36,0.05,Aéreo Normal,-82.08699999999999,4.91,4.97,Bill Donatelli,Fátima do Sul,68502,Mato Grosso do Sul,Centro-Oeste,Brasil,Pequenas Empresas,Material de Escritório,Capas e Acessórios,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Small Box,0.38,2012-10-14
416,903,6500,2012-10-12,Crítica,20,38.29,0.06,Aéreo Normal,-16.15,1.95,1.63,Tony Sayre,Feira de Santana,98273,Bahia,Nordeste,Brasil,Escritório em Casa,Material de Escritório,Canetas e materiais de arte,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Wrap Bag,0.46,2012-10-13
417,1290,9473,2012-10-11,Não Especificada,3,31.95,0.1,Aéreo Normal,-23.69,8.04,8.94,Jonathan Doherty,Porto Alegre,27534,Rio Grande do Sul,Sul,Brasil,Corporativo,Material de Escritório,Capas e Acessórios,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Small Box,0.4,2012-10-13
418,1292,9473,2012-10-11,Não Especificada,31,502.44,0.04,Aéreo Normal,-363.44,15.51,17.78,Jonathan Doherty,Porto Alegre,27534,Rio Grande do Sul,Sul,Brasil,Corporativo,Material de Escritório,Armazenamento e Organização,"Tenex File Box, Personal Filing Tote with Lid, Black",Small Box,0.59,2012-10-13
419,6313,44678,2012-10-13,Baixa,36,1152.63,0.03,Aéreo Normal,389.4,32.48,7.09,Dennis Pardue,Áurea,27707,Rio Grande do Sul,Sul,Brasil,Pequenas Empresas,Mobiliário,Mobiliário de Escritório,"Computer Room Manger, 14""",Small Box,0.49,2012-10-13
420,6697,47686,2012-10-11,Não Especificada,48,179.65,0.1,Aéreo Normal,3.32,4.13,1.23,Michael Dominguez,Ribeirão Pires,15601,São Paulo,Sudeste,Brasil,Escritório em Casa,Material de Escritório,Canetas e materiais de arte,Newell 325,Wrap Bag,0.55,2012-10-13
421,6853,48801,2012-10-13,Alta,43,2387.61,0.01,Aéreo Normal,527.13,54.2,11.1,Cassandra Brandow,Teresina,97301,Piauí,Nordeste,Brasil,Escritório em Casa,Mobiliário,Mobiliário de Escritório,Eldon Advantage® Foldable Chair Mats for Low Pile Carpets,Medium Box,0.64,2012-10-13
422,8213,58722,2012-10-11,Crítica,45,4042.96,0.05,Transporte Rodoviário,-699.72,89.99,42.0,Tom Prescott,Aracajú,83616,Sergipe,Nordeste,Brasil,Pequenas Empresas,Mobiliário,Cadeiras,"Global Leather Task Chair, Black",Jumbo Drum,0.66,2012-10-13
423,1291,9473,2012-10-11,Não Especificada,34,563.82,0.03,Aéreo Normal,188.224,16.51,2.99,Jonathan Doherty,Porto Alegre,27534,Rio Grande do Sul,Sul,Brasil,Corporativo,Material de Escritório,Capas e Acessórios,JM Magazine Binder,Small Box,0.37,2012-10-12
424,4550,32356,2012-10-10,Não Especificada,47,5238.192,0.08,Transporte Rodoviário,-503.77,145.98,46.2,Maribeth Yedwab,Florianópolis,40214,Santa Catarina,Sul,Brasil,Escritório em Casa,Mobiliário,Mesas,Bevis Rectangular Conference Tables,Jumbo Box,0.69,2012-10-12
425,4061,28929,2012-10-09,Média,46,723.17,0.09,Aéreo Normal,-154.11,16.98,12.39,Saphhira Shifley,Porto Alegre,29624,Rio Grande do Sul,Sul,Brasil,Corporativo,Material de Escritório,Envelopes,Brown Kraft Recycled Envelopes,Small Box,0.35,2012-10-11
426,4549,32356,2012-10-10,Não Especificada,12,768.41,0.1,Aéreo Normal,60.3755,67.28,19.99,Maribeth Yedwab,Florianópolis,40214,Santa Catarina,Sul,Brasil,Escritório em Casa,Material de Escritório,Capas e Acessórios,Catalog Binders with Expanding Posts,Small Box,0.4,2012-10-11
427,5776,40994,2012-10-09,Alta,42,793.04,0.1,Aéreo Normal,323.0765,20.98,1.49,Michael Paige,Belo Horizonte,6374,Minas Gerais,Sudeste,Brasil,Pequenas Empresas,Material de Escritório,Capas e Acessórios,Avery Legal 4-Ring Binder,Small Box,0.35,2012-10-11
428,6071,43010,2012-10-09,Crítica,24,245.53,0.02,Aéreo Normal,83.16,10.14,2.27,Bryan Spruell,Recife,95051,Pernambuco,Nordeste,Brasil,Escritório em Casa,Material de Escritório,Papel,"Staples Wirebound Steno Books, 6"" x 9"", 12/Pack",Wrap Bag,0.36,2012-10-11
429,7730,55366,2012-10-10,Crítica,7,387.17,0.1,Aéreo Normal,-204.65,55.94,6.55,Doug Bickford,Goiânia,60076,Goiás,Centro-Oeste,Brasil,Corporativo,Tecnologia,Periféricos,"Fellowes Smart Design 104-Key Enhanced Keyboard, PS/2 Adapter, Platinum",Small Box,0.68,2012-10-11
430,471,3232,2012-10-08,Crítica,5,42.66,0.06,Aéreo Normal,-11.833499999999999,7.84,4.71,Brad Eason,Belém,60110,Pará,Norte,Brasil,Pequenas Empresas,Material de Escritório,Capas e Acessórios,XtraLife® ClearVue™ Slant-D® Ring Binders by Cardinal,Small Box,0.35,2012-10-10
431,4060,28929,2012-10-09,Média,37,230.97,0.08,Aéreo Normal,-173.73,6.48,8.19,Saphhira Shifley,Porto Alegre,29801,Rio Grande do Sul,Sul,Brasil,Corporativo,Material de Escritório,Papel,Xerox 217,Small Box,0.37,2012-10-10
432,4744,33731,2012-10-08,Alta,12,138.88,0.05,Aéreo Normal,-23.99,11.29,5.03,Jonathan Doherty,Porto Alegre,27405,Rio Grande do Sul,Sul,Brasil,Corporativo,Material de Escritório,Armazenamento e Organização,X-Rack™ File for Hanging Folders,Small Box,0.59,2012-10-10
433,79,481,2012-10-07,Alta,44,4509.3775,0.01,Aéreo Normal,1426.257,115.99,5.26,Art Foster,João Pessoa,80126,Paraíba,Nordeste,Brasil,Escritório em Casa,Tecnologia,Telefones e Comunicação,636,Small Box,0.57,2012-10-09
434,1186,8677,2012-10-07,Alta,38,1610.76,0.1,Aéreo Normal,-8.67,43.57,16.36,Speros Goranitis,Vitória,3051,Espírito Santo,Sudeste,Brasil,Corporativo,Material de Escritório,Armazenamento e Organização,"Trav-L-File Heavy-Duty Shuttle II, Black",Small Box,0.55,2012-10-09
435,4742,33731,2012-10-08,Alta,27,8213.37,0.02,Transporte Rodoviário,1148.88,284.98,69.55,Jonathan Doherty,Porto Alegre,27534,Rio Grande do Sul,Sul,Brasil,Corporativo,Mobiliário,Cadeiras,Global Commerce™ Series High-Back Swivel/Tilt Chairs,Jumbo Drum,0.6,2012-10-09
436,6031,42722,2012-10-07,Não Especificada,2,19.9,0.07,Aéreo Normal,15.97,7.38,5.21,Fred Harton,João Pessoa,80219,Paraíba,Nordeste,Brasil,Escritório em Casa,Mobiliário,Mobiliário de Escritório,"Eldon® Expressions™ Wood Desk Accessories, Oak",Small Box,0.56,2012-10-09
